id,latitude,longitude,property_type,room_type,bathrooms,bedrooms,minimum_nights,price
21026079,37.76858,-122.4511,Hostel,Hotel room,5.0,1.0,1,$100.00 
21026891,37.76999,-122.44938,Hostel,Hotel room,4.0,1.0,1,$50.00 
21026964,37.76873,-122.4509,Hostel,Hotel room,2.0,1.0,1,$50.00 
21028058,37.7571,-122.42629,House,Entire home/apt,2.0,3.0,30,$450.00 
21028247,37.72736,-122.46256,House,Entire home/apt,1.0,2.0,3,$179.00 
21028485,37.72608,-122.41882,House,Private room,1.0,1.0,30,$48.00 
21045694,37.71446,-122.44223,Guest suite,Entire home/apt,1.0,0.0,1,$71.00 
21047729,37.74826,-122.42475,Apartment,Entire home/apt,1.0,2.0,2,$204.00 
21054696,37.76182,-122.43575,House,Entire home/apt,2.0,3.0,2,$799.00 
21057777,37.73786,-122.41661,House,Private room,1.0,1.0,3,$75.00 
21057963,37.75892,-122.42961,Apartment,Entire home/apt,1.0,2.0,30,$355.00 
21058406,37.78597,-122.44549,Guest suite,Entire home/apt,1.0,1.0,5,$132.00 
21066691,37.75896,-122.48327,Apartment,Entire home/apt,1.0,1.0,30,$110.00 
21068061,37.71988,-122.39985,House,Entire home/apt,1.0,2.0,1,$160.00 
21070256,37.73247,-122.46879,House,Private room,1.0,1.0,2,$159.00 
21075660,37.73868,-122.41732,House,Entire home/apt,2.0,3.0,2,$250.00 
21079302,37.77145,-122.43239,Condominium,Entire home/apt,2.0,3.0,3,$350.00 
21079469,37.76452,-122.43988,Apartment,Entire home/apt,1.0,1.0,30,$120.00 
21082676,37.76385,-122.42862,Townhouse,Private room,1.0,1.0,1,$119.00 
21099478,37.74186,-122.42666,Condominium,Entire home/apt,1.0,2.0,2,$198.00 
21110366,37.7643,-122.41699,Apartment,Entire home/apt,1.0,0.0,30,$88.00 
21111066,37.78341,-122.42615,Condominium,Private room,1.0,1.0,21,$89.00 
21111630,37.7919,-122.40826,House,Private room,1.0,1.0,1,$125.00 
21112601,37.7696,-122.45137,Apartment,Private room,1.0,1.0,2,$199.00 
21113012,37.76041,-122.39513,House,Private room,1.5,2.0,2,$345.00 
21113266,37.72676,-122.43893,House,Private room,1.0,1.0,1,$155.00 
21120542,37.72912,-122.45013,House,Entire home/apt,1.0,2.0,2,$600.00 
21122475,37.7887,-122.41379,Apartment,Private room,1.0,1.0,1,$199.00 
21122731,37.72988,-122.44969,House,Private room,1.0,1.0,2,$110.00 
21123508,37.78821,-122.41523,Apartment,Private room,1.0,1.0,1,$199.00 
21125429,37.78537,-122.46472,Apartment,Entire home/apt,1.0,0.0,3,$175.00 
21126147,37.76214,-122.43018,Condominium,Private room,1.5,1.0,1,$100.00 
21128620,37.78097,-122.40305,Apartment,Private room,1.0,1.0,30,$125.00 
21136811,37.77717,-122.46757,House,Private room,1.0,1.0,2,$149.00 
21136997,37.74217,-122.4291,Apartment,Private room,1.0,1.0,2,$100.00 
21151791,37.7692,-122.42998,Condominium,Entire home/apt,1.0,1.0,3,$225.00 
21161595,37.7166,-122.45133,Guest suite,Entire home/apt,1.0,1.0,2,$100.00 
21161939,37.78888,-122.40751,Serviced apartment,Entire home/apt,2.0,1.0,5,$500.00 
21163876,37.78259,-122.43773,Condominium,Entire home/apt,1.0,2.0,2,$199.00 
21165478,37.77764,-122.44256,Condominium,Entire home/apt,1.0,1.0,4,$220.00 
21170799,37.77596,-122.40999,Apartment,Entire home/apt,1.5,2.0,3,$319.00 
21177034,37.78228,-122.43073,House,Private room,1.0,1.0,1,$115.00 
21185602,37.7884,-122.40899,Serviced apartment,Entire home/apt,2.0,1.0,5,$752.00 
21186680,37.77408,-122.4272,Apartment,Entire home/apt,1.0,2.0,2,$490.00 
21187646,37.73892,-122.43024,Guest suite,Private room,1.0,1.0,30,$109.00 
21187925,37.73593,-122.39676,Guest suite,Entire home/apt,1.0,1.0,1,$149.00 
21189031,37.75097,-122.42503,Guest suite,Entire home/apt,1.0,0.0,2,$149.00 
21190709,37.78753,-122.49261,House,Private room,1.0,2.0,1,"$1,451.00 "
21191232,37.72072,-122.46428,House,Private room,1.0,1.0,2,$78.00 
21191422,37.7253,-122.41916,House,Private room,1.0,1.0,30,$48.00 
21191909,37.73191,-122.43858,Guest suite,Entire home/apt,1.0,1.0,1,$250.00 
21192418,37.75752,-122.38955,Condominium,Private room,1.0,1.0,4,$124.00 
21202330,37.80456,-122.42927,Apartment,Entire home/apt,1.0,1.0,30,$220.00 
21203146,37.75314,-122.49382,House,Private room,1.0,1.0,1,$118.00 
21204243,37.77055,-122.44379,Condominium,Entire home/apt,1.5,3.0,30,$180.00 
21217809,37.73755,-122.42272,House,Private room,2.0,1.0,1,$75.00 
21218347,37.78635,-122.41522,Other,Entire home/apt,1.0,0.0,30,$81.00 
21219237,37.73084,-122.43743,House,Private room,1.0,1.0,1,$80.00 
21220773,37.72063,-122.42917,House,Private room,1.0,1.0,1,$60.00 
21231393,37.78577,-122.41602,Apartment,Entire home/apt,1.0,0.0,30,$89.00 
21231615,37.75265,-122.49513,House,Private room,1.0,1.0,1,$80.00 
21232003,37.78393,-122.40997,Apartment,Entire home/apt,1.0,0.0,30,$78.00 
21233359,37.76775,-122.40801,Condominium,Entire home/apt,3.0,4.0,4,"$2,450.00 "
21233544,37.74905,-122.50583,Guest suite,Entire home/apt,1.0,1.0,2,$100.00 
21241871,37.78556,-122.41635,Apartment,Entire home/apt,1.0,0.0,30,$87.00 
21242955,37.76089,-122.46162,Apartment,Entire home/apt,1.0,1.0,40,$110.00 
21248363,37.75984,-122.47752,House,Entire home/apt,1.0,1.0,30,$105.00 
21252479,37.78108,-122.48858,Apartment,Private room,1.0,1.0,1,$79.00 
21253864,37.72131,-122.46693,House,Private room,1.0,1.0,30,$52.00 
21264703,37.78824,-122.42004,Condominium,Private room,1.5,1.0,3,$99.00 
21267987,37.75877,-122.4319,Apartment,Entire home/apt,1.0,1.0,30,$179.00 
21278742,37.73506,-122.43482,House,Entire home/apt,1.0,3.0,4,$200.00 
21279515,37.78573,-122.41484,Apartment,Entire home/apt,1.0,0.0,30,$99.00 
21279801,37.74608,-122.41769,House,Entire home/apt,2.0,3.0,4,$400.00 
21280089,37.76977,-122.42599,Apartment,Private room,1.5,1.0,3,$95.00 
21280829,37.77622,-122.41487,Apartment,Entire home/apt,2.0,2.0,1,$898.00 
21281754,37.75988,-122.44321,Condominium,Entire home/apt,1.0,1.0,1,$400.00 
21281846,37.74267,-122.46872,House,Private room,1.0,1.0,1,$100.00 
21282133,37.75475,-122.40843,Apartment,Private room,1.0,1.0,2,$74.00 
21282635,37.748,-122.413,Apartment,Entire home/apt,1.0,2.0,2,$225.00 
21291124,37.73775,-122.43386,Guest suite,Private room,1.0,1.0,3,$100.00 
21292656,37.75763,-122.388,Condominium,Private room,1.0,1.0,4,$140.00 
21292744,37.76848,-122.43788,Apartment,Entire home/apt,2.5,2.0,30,$200.00 
21295261,37.74508,-122.47847,House,Private room,1.0,1.0,1,$88.00 
21297037,37.76938,-122.43443,Condominium,Entire home/apt,2.0,4.0,4,$500.00 
21298312,37.74106,-122.43086,House,Entire home/apt,1.0,2.0,30,$250.00 
21298338,37.75362,-122.49125,Apartment,Entire home/apt,2.0,2.0,1,$189.00 
21298993,37.79535,-122.41078,Condominium,Private room,1.0,1.0,2,$69.00 
21306276,37.7495,-122.41192,Apartment,Private room,1.0,2.0,4,$170.00 
21307662,37.76483,-122.48319,Apartment,Entire home/apt,1.0,1.0,1,$125.00 
21309142,37.75654,-122.4312,Cottage,Entire home/apt,1.0,2.0,3,$229.00 
21310005,37.76607,-122.42527,Apartment,Private room,1.0,1.0,3,$140.00 
21311875,37.76432,-122.41812,Apartment,Entire home/apt,1.0,1.0,30,$101.00 
21312569,37.74064,-122.41598,House,Entire home/apt,1.0,2.0,3,$250.00 
21313432,37.75239,-122.41323,Apartment,Private room,1.0,1.0,30,$120.00 
21313591,37.7762,-122.49565,House,Private room,1.0,1.0,2,$150.00 
21322334,37.72863,-122.4246,Guest suite,Entire home/apt,1.0,2.0,2,$150.00 
21327347,37.76376,-122.48751,Apartment,Entire home/apt,1.0,1.0,2,$139.00 
21327857,37.75943,-122.39267,House,Private room,1.0,2.0,2,$154.00 
21327908,37.77287,-122.43666,Apartment,Private room,2.0,1.0,30,$150.00 
21345382,37.75198,-122.43593,House,Entire home/apt,2.5,3.0,2,$600.00 
21348008,37.80526,-122.44342,House,Entire home/apt,1.5,2.0,30,$305.00 
21356103,37.80158,-122.43626,Apartment,Entire home/apt,2.0,3.0,30,$300.00 
21356783,37.73826,-122.41693,House,Entire home/apt,1.0,2.0,4,$220.00 
21370662,37.76147,-122.43372,Guest suite,Private room,1.0,1.0,3,$180.00 
21371744,37.76752,-122.39823,Camper/RV,Entire home/apt,1.0,0.0,30,$20.00 
21377089,37.77571,-122.4452,Condominium,Entire home/apt,1.0,1.0,30,$150.00 
21377843,37.79971,-122.40349,Condominium,Entire home/apt,1.0,1.0,30,$232.00 
21378928,37.77981,-122.44076,Apartment,Private room,1.0,1.0,1,$150.00 
21382398,37.75369,-122.47419,House,Private room,1.0,1.0,1,$100.00 
21382657,37.76394,-122.45115,Apartment,Entire home/apt,2.0,2.0,30,$159.00 
21385697,37.73422,-122.39186,House,Private room,1.5,1.0,1,$59.00 
21396964,37.71544,-122.46205,Guest suite,Private room,1.0,1.0,3,$69.00 
21397422,37.75987,-122.42853,Apartment,Entire home/apt,1.0,1.0,30,$150.00 
21397713,37.79116,-122.40827,Apartment,Entire home/apt,1.0,1.0,30,$146.00 
21398361,37.78116,-122.39984,Condominium,Entire home/apt,1.0,0.0,30,$123.00 
21398528,37.74097,-122.42896,House,Entire home/apt,3.0,3.0,2,$475.00 
21399171,37.75143,-122.43945,Guest suite,Entire home/apt,1.0,1.0,3,$199.00 
21413104,37.78413,-122.4152,Apartment,Entire home/apt,1.0,0.0,30,$80.00 
21425660,37.7212,-122.40203,House,Entire home/apt,1.0,1.0,2,$160.00 
21428690,37.77741,-122.48029,Guest suite,Private room,1.0,1.0,30,$85.00 
21429229,37.76847,-122.43562,Apartment,Private room,1.0,1.0,30,$89.00 
21440528,37.74553,-122.41,House,Entire home/apt,2.0,2.0,30,$175.00 
21448156,37.78424,-122.43647,House,Private room,1.5,1.0,30,$90.00 
21449226,37.76887,-122.45071,Hostel,Hotel room,1.0,1.0,1,$100.00 
21450077,37.78638,-122.41463,Apartment,Entire home/apt,1.0,0.0,30,$89.00 
21457958,37.74267,-122.45087,House,Entire home/apt,2.0,4.0,4,$400.00 
21458837,37.79728,-122.42035,Apartment,Entire home/apt,1.0,2.0,1,$300.00 
21459964,37.80153,-122.40847,Condominium,Private room,1.0,1.0,1,$140.00 
21461483,37.73829,-122.42371,House,Private room,2.0,1.0,1,$79.00 
21464833,37.77618,-122.44192,Apartment,Entire home/apt,2.0,3.0,30,$185.00 
21472950,37.77746,-122.39244,Apartment,Entire home/apt,1.0,1.0,4,$150.00 
21475672,37.76402,-122.41698,Apartment,Entire home/apt,1.0,0.0,30,$86.00 
21476067,37.75908,-122.42233,Condominium,Entire home/apt,1.0,2.0,4,$350.00 
21478651,37.74825,-122.42878,House,Entire home/apt,1.5,3.0,2,$400.00 
21484566,37.73922,-122.41727,Guest suite,Entire home/apt,1.0,1.0,5,$175.00 
21485825,37.75493,-122.44976,Guest suite,Entire home/apt,1.0,1.0,2,$475.00 
21486593,37.71329,-122.41399,Guest suite,Entire home/apt,1.0,0.0,2,$90.00 
21488120,37.77028,-122.42719,Apartment,Entire home/apt,1.0,1.0,30,$149.00 
21489166,37.72721,-122.43303,Apartment,Private room,1.0,1.0,2,$95.00 
21490551,37.79428,-122.4189,Apartment,Entire home/apt,1.0,1.0,30,$95.00 
21502035,37.78738,-122.4502,Apartment,Entire home/apt,1.0,1.0,30,$117.00 
21503286,37.75887,-122.48304,House,Private room,1.0,1.0,30,$75.00 
21506418,37.74744,-122.412,Apartment,Entire home/apt,2.0,2.0,30,$250.00 
21514950,37.78019,-122.47041,Condominium,Entire home/apt,2.0,3.0,14,$390.00 
21526852,37.75929,-122.41168,Apartment,Entire home/apt,1.0,2.0,30,$185.00 
21527554,37.77769,-122.43654,Apartment,Entire home/apt,2.0,2.0,5,$350.00 
21529297,37.77335,-122.42947,Apartment,Private room,1.0,1.0,2,$150.00 
21529418,37.76182,-122.4374,Apartment,Entire home/apt,1.0,2.0,30,$202.00 
21530578,37.77347,-122.43119,Apartment,Private room,1.0,1.0,2,$95.00 
21539315,37.76704,-122.44889,Condominium,Private room,1.5,1.0,5,$250.00 
21547967,37.7417,-122.41456,House,Entire home/apt,1.0,2.0,6,$265.00 
21550910,37.77575,-122.4124,Loft,Entire home/apt,1.5,1.0,1,$150.00 
21552181,37.7379,-122.42824,Apartment,Entire home/apt,1.0,1.0,30,$225.00 
21553107,37.79959,-122.42366,Apartment,Entire home/apt,1.0,2.0,30,$295.00 
21555212,37.76892,-122.44911,Hostel,Hotel room,5.0,1.0,1,$50.00 
21558062,37.75254,-122.47,Guest suite,Entire home/apt,1.0,1.0,2,$105.00 
21561734,37.76149,-122.44595,House,Entire home/apt,2.0,3.0,30,$230.00 
21561809,37.7219,-122.43966,House,Entire home/apt,2.0,3.0,7,$447.00 
21578438,37.7325,-122.39221,House,Private room,1.0,1.0,30,$75.00 
21578559,37.77976,-122.42263,Boutique hotel,Private room,1.0,0.0,1,$140.00 
21579309,37.77788,-122.42252,Boutique hotel,Private room,1.0,0.0,1,$140.00 
21581684,37.79611,-122.40637,Apartment,Entire home/apt,1.0,2.0,30,$152.00 
21581753,37.77153,-122.40476,Apartment,Entire home/apt,1.0,1.0,1,$127.00 
21583195,37.77918,-122.42262,Serviced apartment,Entire home/apt,1.0,0.0,1,$140.00 
21584555,37.77782,-122.43038,Apartment,Private room,1.0,1.0,1,$148.00 
21588941,37.73577,-122.41505,House,Entire home/apt,2.0,3.0,2,$250.00 
21591469,37.75121,-122.47744,House,Shared room,1.0,1.0,2,$50.00 
21592081,37.76402,-122.45454,Apartment,Private room,3.0,1.0,32,$58.00 
21593904,37.79069,-122.42548,Apartment,Entire home/apt,1.0,2.0,30,$182.00 
21594483,37.76382,-122.49426,Guest suite,Private room,1.0,1.0,2,$180.00 
21596397,37.75655,-122.40267,Guest suite,Entire home/apt,1.0,1.0,2,$110.00 
21597324,37.7101,-122.4523,House,Private room,1.0,1.0,5,$78.00 
21597747,37.79125,-122.4091,Condominium,Private room,1.0,1.0,30,$73.00 
21610253,37.79419,-122.41743,Apartment,Entire home/apt,1.0,2.0,30,$174.00 
21610333,37.78407,-122.41652,Apartment,Entire home/apt,1.0,0.0,30,$87.00 
21610572,37.79172,-122.40759,Apartment,Entire home/apt,2.0,2.0,30,$208.00 
21611340,37.7524,-122.4135,Apartment,Entire home/apt,1.0,1.0,30,$143.00 
21612268,37.77174,-122.43691,Apartment,Private room,2.0,1.0,30,$200.00 
21612906,37.75123,-122.40965,Apartment,Entire home/apt,1.0,1.0,30,$130.00 
21619241,37.77779,-122.41479,Apartment,Entire home/apt,2.0,2.0,2,$380.00 
21620847,37.77573,-122.40826,Serviced apartment,Private room,2.0,2.0,2,$399.00 
21623314,37.78305,-122.3985,Apartment,Private room,1.0,1.0,1,$199.00 
21623317,37.78486,-122.41609,Apartment,Entire home/apt,1.0,0.0,30,$83.00 
21624876,37.78707,-122.39303,Condominium,Private room,1.0,1.0,30,$85.00 
21625713,37.72848,-122.47301,Guest suite,Entire home/apt,1.0,1.0,3,$120.00 
21629749,37.71783,-122.45529,House,Private room,1.0,1.0,2,$150.00 
21632344,37.71411,-122.40728,Guest suite,Private room,1.0,1.0,1,$60.00 
21632686,37.78483,-122.4166,Apartment,Entire home/apt,1.0,1.0,30,$100.00 
21634930,37.78291,-122.43097,House,Private room,1.0,1.0,2,$100.00 
21635395,37.79526,-122.41765,Apartment,Private room,1.0,0.0,30,$72.00 
21636740,37.75263,-122.46823,Apartment,Entire home/apt,1.0,3.0,5,$400.00 
21644424,37.79256,-122.41973,Apartment,Private room,1.0,1.0,2,$115.00 
21645603,37.76285,-122.42067,Apartment,Entire home/apt,1.0,3.0,2,$299.00 
21648122,37.73741,-122.43549,House,Entire home/apt,2.0,2.0,3,$219.00 
21648377,37.71987,-122.43627,House,Entire home/apt,2.5,4.0,3,$750.00 
21648525,37.76905,-122.44848,House,Entire home/apt,2.0,2.0,2,$399.00 
21648684,37.73066,-122.39671,House,Entire home/apt,1.0,2.0,30,$111.00 
21648804,37.79689,-122.43037,Apartment,Entire home/apt,1.0,0.0,30,$150.00 
21650740,37.74276,-122.47416,Guest suite,Entire home/apt,1.0,1.0,2,$135.00 
21665665,37.72744,-122.38658,House,Private room,1.0,1.0,1,$44.00 
21674820,37.75789,-122.40876,Apartment,Entire home/apt,1.5,2.0,30,$150.00 
21679018,37.73513,-122.41414,Guest suite,Entire home/apt,1.0,1.0,1,$150.00 
21679288,37.79149,-122.40637,Resort,Private room,1.0,0.0,4,"$1,000.00 "
21681278,37.7165,-122.45914,House,Private room,1.0,1.0,3,$99.00 
21682128,37.78596,-122.41121,Apartment,Entire home/apt,1.0,0.0,30,$79.00 
21684684,37.76424,-122.45378,House,Entire home/apt,1.5,3.0,2,$280.00 
21693492,37.73383,-122.39375,Castle,Private room,2.5,1.0,1,$69.00 
21694548,37.76499,-122.45466,Condominium,Entire home/apt,1.0,1.0,30,$225.00 
21694775,37.74542,-122.41495,House,Private room,1.0,1.0,3,$100.00 
21699731,37.7684,-122.43245,Apartment,Entire home/apt,1.5,3.0,3,$349.00 
21714947,37.78716,-122.41383,Apartment,Entire home/apt,1.0,4.0,30,$249.00 
21726571,37.78416,-122.41577,Apartment,Entire home/apt,1.0,0.0,30,$87.00 
21727562,37.7791,-122.49559,House,Private room,2.0,1.0,2,$80.00 
21728615,37.78435,-122.41011,Apartment,Entire home/apt,1.0,0.0,30,$76.00 
21729398,37.77879,-122.49722,House,Private room,2.0,1.0,2,$65.00 
21730409,37.7791,-122.49712,House,Private room,1.0,1.0,2,$50.00 
21730505,37.77874,-122.49638,House,Private room,2.0,1.0,2,$65.00 
21730649,37.77881,-122.49542,House,Private room,2.0,1.0,2,$70.00 
21731528,37.72624,-122.43435,Apartment,Private room,1.0,1.0,2,$150.00 
21735431,37.7945,-122.41252,Apartment,Entire home/apt,1.0,0.0,30,$124.00 
21735502,37.75571,-122.38784,Apartment,Entire home/apt,1.0,0.0,30,$70.00 
21737296,37.75412,-122.40853,Apartment,Entire home/apt,1.0,3.0,30,$232.00 
21739662,37.78593,-122.41485,Apartment,Entire home/apt,1.0,0.0,30,$81.00 
21739935,37.78553,-122.41611,Apartment,Entire home/apt,1.0,0.0,30,$84.00 
21745759,37.75544,-122.50302,House,Private room,1.0,1.0,1,$100.00 
21745893,37.75421,-122.50183,House,Private room,1.0,1.0,1,$100.00 
21763555,37.79271,-122.41893,Apartment,Entire home/apt,0.0,1.0,4,$110.00 
21766603,37.77823,-122.5036,Guest suite,Entire home/apt,1.0,1.0,2,$249.00 
21766847,37.76039,-122.42877,Condominium,Private room,1.5,1.0,1,$100.00 
21767244,37.80563,-122.41262,Apartment,Entire home/apt,1.0,1.0,30,$165.00 
21773131,37.75853,-122.41338,House,Private room,1.0,1.0,30,$55.00 
21773376,37.78176,-122.43993,House,Private room,1.0,1.0,30,$55.00 
21783775,37.75189,-122.41377,Apartment,Entire home/apt,1.0,3.0,30,$245.00 
21783949,37.75402,-122.4138,Apartment,Entire home/apt,1.0,3.0,30,$252.00 
21784407,37.78829,-122.41114,Aparthotel,Private room,1.0,1.0,32,$130.00 
21785138,37.78702,-122.41097,Aparthotel,Private room,1.0,1.0,32,$111.00 
21785328,37.78711,-122.41303,Aparthotel,Private room,1.0,1.0,32,$125.00 
21786000,37.77463,-122.4368,Guesthouse,Entire home/apt,2.0,3.0,30,$595.00 
21786174,37.78578,-122.41061,Apartment,Entire home/apt,1.0,0.0,30,$76.00 
21786546,37.77765,-122.47908,Guest suite,Private room,1.0,1.0,30,$70.00 
21790140,37.78895,-122.41397,Apartment,Private room,1.0,1.0,1,$99.00 
21790309,37.78945,-122.41488,Apartment,Private room,1.0,1.0,1,$99.00 
21796486,37.7584,-122.41312,House,Private room,1.0,1.0,30,$55.00 
21798246,37.78449,-122.41166,Apartment,Entire home/apt,1.0,0.0,30,$79.00 
21799501,37.73109,-122.49103,House,Private room,1.0,1.0,31,$200.00 
21799600,37.80257,-122.43555,Apartment,Entire home/apt,2.0,3.0,30,$220.00 
21799941,37.77517,-122.43062,Apartment,Entire home/apt,1.0,1.0,2,$200.00 
21804276,37.7284,-122.41883,Guest suite,Entire home/apt,1.0,2.0,30,$81.00 
21812815,37.77346,-122.4802,Guest suite,Entire home/apt,1.0,0.0,3,$95.00 
21813189,37.80118,-122.43704,Apartment,Entire home/apt,1.0,0.0,30,$130.00 
21817055,37.75421,-122.47595,House,Private room,1.0,1.0,1,$100.00 
21827349,37.78735,-122.45028,Apartment,Entire home/apt,1.0,1.0,30,$124.00 
21827805,37.78929,-122.39434,Apartment,Entire home/apt,1.0,1.0,30,$174.00 
21836601,37.76755,-122.4313,Apartment,Entire home/apt,1.0,1.0,30,$175.00 
21837830,37.7491,-122.46782,Apartment,Entire home/apt,1.0,0.0,1,$125.00 
21847778,37.75405,-122.40985,Apartment,Private room,1.0,1.0,1,$120.00 
21863110,37.73495,-122.41557,House,Private room,1.0,1.0,2,$89.00 
21866860,37.75091,-122.42328,Guest suite,Entire home/apt,1.0,1.0,3,$99.00 
21868817,37.80236,-122.4259,Apartment,Entire home/apt,1.0,1.0,30,$200.00 
21878322,37.76066,-122.43628,Condominium,Entire home/apt,2.0,2.0,30,$245.00 
21880287,37.75422,-122.41672,Apartment,Private room,2.0,1.0,30,$76.00 
21880724,37.74987,-122.42725,Apartment,Entire home/apt,2.0,2.0,2,$320.00 
21885572,37.71884,-122.44465,House,Entire home/apt,2.0,4.0,30,$290.00 
21895031,37.73713,-122.42294,Apartment,Entire home/apt,1.0,1.0,31,$90.00 
21897971,37.75404,-122.41336,Bed and breakfast,Private room,1.0,1.0,2,$105.00 
21909473,37.75319,-122.42501,Guest suite,Entire home/apt,1.0,0.0,6,$210.00 
21909816,37.76104,-122.44554,Condominium,Entire home/apt,1.0,2.0,2,$350.00 
21911065,37.74719,-122.44654,House,Private room,1.0,1.0,1,$200.00 
21919621,37.78811,-122.40941,Hotel,Private room,1.0,0.0,1,$210.00 
21923195,37.74882,-122.44346,Guest suite,Entire home/apt,1.0,1.0,2,$199.00 
21924375,37.76056,-122.43957,Apartment,Private room,1.0,1.0,30,$61.00 
21928146,37.78172,-122.43861,House,Private room,1.0,1.0,30,$55.00 
21928413,37.77255,-122.40532,Apartment,Private room,1.0,1.0,1,$80.00 
21935870,37.80213,-122.40886,Guest suite,Entire home/apt,1.0,1.0,2,$250.00 
21960180,37.7916,-122.44792,House,Entire home/apt,4.0,1.0,30,$500.00 
21964157,37.72083,-122.39451,House,Entire home/apt,1.0,2.0,1,$179.00 
21966135,37.77768,-122.40394,Condominium,Private room,1.0,1.0,2,$175.00 
21966303,37.75242,-122.42283,Apartment,Entire home/apt,1.0,0.0,30,$94.00 
21966629,37.74613,-122.42892,Townhouse,Entire home/apt,1.5,2.0,3,$150.00 
21974808,37.79484,-122.41062,Condominium,Private room,1.0,1.0,2,$79.00 
21975025,37.7877,-122.44395,Condominium,Entire home/apt,2.5,4.0,30,$500.00 
21979517,37.75722,-122.4393,House,Entire home/apt,3.5,3.0,30,$301.00 
21981639,37.76306,-122.50435,Apartment,Entire home/apt,2.0,3.0,90,$167.00 
21985129,37.73168,-122.41345,House,Private room,1.0,1.0,3,$85.00 
21995426,37.7621,-122.48569,House,Private room,1.0,1.0,30,$70.00 
21997273,37.74149,-122.45048,Guest suite,Private room,1.0,1.0,2,$110.00 
21999656,37.72183,-122.40805,House,Entire home/apt,3.0,4.0,3,$400.00 
22001836,37.80193,-122.42292,House,Private room,1.0,1.0,30,$90.00 
22003066,37.77603,-122.40642,Townhouse,Entire home/apt,2.0,2.0,2,$670.00 
22011446,37.78848,-122.41178,Condominium,Entire home/apt,1.0,1.0,3,$229.00 
22015376,37.75944,-122.43414,Apartment,Entire home/apt,2.0,2.0,4,$300.00 
22015435,37.77554,-122.42916,Apartment,Entire home/apt,1.0,2.0,30,$160.00 
22016476,37.74834,-122.41938,Apartment,Entire home/apt,1.0,2.0,30,$95.00 
22016717,37.75393,-122.42399,Apartment,Entire home/apt,1.0,1.0,30,$115.00 
22022641,37.75273,-122.42535,Apartment,Entire home/apt,1.0,1.0,30,$140.00 
22030945,37.7877,-122.40957,Boutique hotel,Private room,1.0,0.0,1,$45.00 
22031463,37.78618,-122.40938,Boutique hotel,Private room,1.0,0.0,1,$45.00 
22032195,37.76381,-122.43626,Apartment,Entire home/apt,1.0,1.0,30,$135.00 
22032410,37.77564,-122.50765,Apartment,Entire home/apt,1.0,1.0,30,$115.00 
22032438,37.77558,-122.43278,Apartment,Entire home/apt,2.0,2.0,30,$150.00 
22032808,37.79175,-122.43479,House,Entire home/apt,1.0,0.0,30,$90.00 
22032836,37.79143,-122.43567,House,Entire home/apt,1.0,0.0,30,$90.00 
22033453,37.75406,-122.43838,House,Entire home/apt,2.0,2.0,30,$350.00 
22034753,37.77209,-122.40404,Apartment,Entire home/apt,1.0,1.0,4,$275.00 
22047367,37.78541,-122.41499,Apartment,Entire home/apt,1.0,0.0,30,$81.00 
22048292,37.78393,-122.41125,Apartment,Entire home/apt,1.0,0.0,30,$79.00 
22061342,37.7429,-122.42243,Apartment,Entire home/apt,1.0,3.0,31,$200.00 
22066724,37.76747,-122.4233,Condominium,Private room,1.0,1.0,1,$479.00 
22067613,37.78946,-122.443,Apartment,Private room,1.0,1.0,30,$225.00 
22068547,37.7658,-122.4551,Apartment,Private room,1.0,1.0,30,$86.00 
22080836,37.75897,-122.46513,House,Entire home/apt,1.0,0.0,30,$80.00 
22104228,37.78765,-122.41901,Apartment,Private room,1.0,1.0,30,$89.00 
22104756,37.79547,-122.4174,Apartment,Entire home/apt,1.0,0.0,30,$88.00 
22110217,37.73354,-122.38858,Guest suite,Entire home/apt,2.0,2.0,2,$120.00 
22123424,37.77548,-122.40716,Condominium,Entire home/apt,1.5,2.0,30,$182.00 
22140977,37.75414,-122.47598,House,Entire home/apt,3.5,4.0,2,$350.00 
22147017,37.76469,-122.44863,House,Private room,1.5,2.0,4,$350.00 
22147765,37.79113,-122.42143,Apartment,Entire home/apt,1.0,2.0,30,$174.00 
22148198,37.79807,-122.40584,Apartment,Entire home/apt,1.0,2.0,30,$190.00 
22149270,37.79067,-122.40753,Apartment,Entire home/apt,1.0,1.0,30,$162.00 
22171639,37.80373,-122.42329,House,Private room,1.0,1.0,30,$110.00 
22175258,37.7424,-122.40779,House,Entire home/apt,1.0,0.0,3,$160.00 
22178186,37.74625,-122.41431,House,Entire home/apt,2.5,2.0,3,$180.00 
22189205,37.76637,-122.4475,Guesthouse,Entire home/apt,1.0,2.0,60,$200.00 
22190418,37.7243,-122.44027,House,Private room,1.0,1.0,30,$80.00 
22191252,37.74994,-122.41521,House,Entire home/apt,3.0,5.0,10,$750.00 
22191539,37.75805,-122.50867,Apartment,Entire home/apt,1.0,1.0,4,$160.00 
22193833,37.76774,-122.44871,Apartment,Entire home/apt,2.0,3.0,30,$350.00 
22206596,37.76122,-122.39955,Loft,Entire home/apt,2.0,1.0,7,$499.00 
22207774,37.78923,-122.41314,Condominium,Entire home/apt,1.0,1.0,3,$229.00 
22208070,37.78836,-122.4121,Condominium,Entire home/apt,1.0,1.0,3,$229.00 
22208187,37.78842,-122.41344,Condominium,Entire home/apt,1.0,1.0,3,$229.00 
